City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
351,Norfolk,US,37.31,overcast clouds,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
353,Kahului,US,80.62,few clouds,20.8947,-156.47,Maui Seaside Hotel
356,Hauterive,FR,43.56,overcast clouds,46.0901,3.4459,Aletti Palace Hotel
357,Reporoa,NZ,68.34,light rain,-38.4333,176.35,Reporoa
358,Asheboro,US,61.07,clear sky,35.7079,-79.8136,Hampton Inn Asheboro
359,Ambatolampy,MG,60.57,overcast clouds,-19.3833,47.4167,Au Rendez Vous Des P?Ÿƒ¦cheurs
360,Ukiah,US,46.63,overcast clouds,39.1502,-123.2078,Hampton Inn Ukiah
361,Te Anau,NZ,63.79,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
363,New Glasgow,CA,33.12,overcast clouds,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
364,Owando,CG,72.48,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
365,Kurchum,KZ,9.5,overcast clouds,48.5722,83.6542,"Gostinitsa ""Kneda"""
366,Constitucion,CL,60.73,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
367,Bousse,BF,74.77,broken clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
368,Lyantonde,UG,62.76,light rain,-0.4031,31.1572,Pals Panache Splendors
369,Jacksonville,US,69.04,clear sky,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
370,Kumla,SE,28.67,mist,59.1277,15.1434,Kumla Hotel
371,Barabinsk,RU,17.8,light snow,55.3571,78.357,Gostinichnyy Kompleks Noy
372,Boma,GH,73.29,clear sky,7.0805,-2.1697,Obaatanpa Hotel
373,Diffa,NE,67.59,clear sky,13.3154,12.6113,ProDAF/Diffa
374,Ranong,TH,78.73,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
375,Wilmington,US,64.31,scattered clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
376,Oistins,BB,75.29,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
377,Zhangjiakou,CN,12.88,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
378,Awbari,LY,54.21,overcast clouds,26.5921,12.7805,فندق أوباري
379,Kempsey,AU,73.94,light rain,-31.0833,152.8333,Park Drive Motel
380,Margate,GB,47.97,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
381,Skibbereen,IE,46.2,broken clouds,51.55,-9.2667,The West Cork Hotel
383,Fortuna,US,45.32,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
384,Mayo,US,54.25,clear sky,38.8876,-76.5119,Resorts Resource Group International
385,Santa Catarina De Tepehuanes,MX,66.56,clear sky,25.35,-105.7333,hotel plaza
386,Banos,EC,60.01,light rain,-1.4,-78.4167,Samari Spa Resort
387,Manggar,ID,79.48,overcast clouds,-2.8833,108.2667,Guest Hotel
388,Berthierville,CA,31.14,overcast clouds,46.0834,-73.1824,Days Inn by Wyndham Berthierville
391,Dakar,SN,74.28,overcast clouds,14.6937,-17.4441,Redface Studios Meublés
392,Half Moon Bay,US,51.06,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
393,Lazaro Cardenas,MX,78.64,clear sky,17.9583,-102.2,quinta antigua
394,Flinders,AU,69.08,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
395,General Pico,AR,80.1,clear sky,-35.6566,-63.7568,Euskadi Hotel
396,Khon Kaen,TH,69.06,overcast clouds,16.5,102.0833,Major Grand
397,Shimoda,JP,39.56,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
398,Dingle,PH,78.51,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
399,Champerico,GT,82.04,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
400,Broken Hill,AU,65.91,clear sky,-31.95,141.4333,Royal Exchange Hotel
401,Karratha,AU,89.94,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
402,Havelock,US,60.78,clear sky,34.8791,-76.9013,Sherwood Motel
403,Coahuayana,MX,81.88,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
404,California City,US,49.41,clear sky,35.1258,-117.9859,Best Western California City Inn & Suites
405,Shakawe,BW,68.94,few clouds,-18.3667,21.85,Ditlhapi Guest House
407,Natal,BR,80.82,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
408,Lasa,IT,35.02,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
409,Qaqortoq,GL,37.9,broken clouds,60.7167,-46.0333,Siniffik Inn
410,Batya,HU,31.53,light snow,46.488,18.9542,Alice Panzió Gold
411,Ugljevik,BA,34.97,overcast clouds,44.6636,19.0203,Tomina zaduzbina
413,Chuy,UY,63.99,moderate rain,-33.6971,-53.4616,Nuevo Hotel Plaza
414,Ilulissat,GL,24.82,clear sky,69.2167,-51.1,Hotel Arctic
415,Griffith,US,38.26,scattered clouds,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
417,Kaeo,NZ,76.32,overcast clouds,-35.1,173.7833,Bushido Lodge
418,Qurayyat,SA,39.38,clear sky,31.3318,37.3428,Mozon Furnished Aprtments
420,Lamu,KE,75.42,broken clouds,-2.2717,40.902,Lamu House
421,Joura,IN,58.59,broken clouds,26.3411,77.8115,agarwal dhram sala logde
422,Lampa,CL,79.65,clear sky,-33.2833,-70.9,El sueño de Lampa I y II
423,Waitati,NZ,52.47,overcast clouds,-45.75,170.5667,Arden Country House BnB Dunedin
424,Coquimbo,CL,63.82,broken clouds,-29.9533,-71.3436,Punto de encuentro
426,Korba,IN,57.52,broken clouds,22.35,82.6833,Hotel Deendayal
427,Iqaluit,CA,8.33,light snow,63.7506,-68.5145,Frobisher Inn
431,Umm Lajj,SA,67.8,scattered clouds,25.0213,37.2685,Moon light Furnished Units
432,Dunedin,NZ,51.96,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
434,Haines Junction,CA,1.35,snow,60.7522,-137.5108,Parkside Inn
435,Guaraniacu,BR,71.02,broken clouds,-25.1008,-52.8781,Dalla´s Hotel
437,Blackpool,GB,44.35,broken clouds,53.8167,-3.05,Britannia Metropole Hotel
438,Vila Velha,BR,75.15,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
439,Nambucca Heads,AU,79.16,broken clouds,-30.65,153.0,Marcel Towers Holiday Apartments
440,Carauari,BR,76.06,moderate rain,-4.8828,-66.8958,Hotel Fellip
442,Petatlan,MX,85.8,clear sky,17.5167,-101.2667,Hotel California Petatlán
443,Wanning,CN,64.31,overcast clouds,18.8003,110.3967,Paradise Hotel
444,Carmen,MX,78.84,clear sky,18.6333,-91.8333,Hotel Lossandes
445,Gloucester,GB,48.33,few clouds,51.8657,-2.2431,Edward Hotel
446,Svetlogorsk,BY,15.08,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
447,Tolaga Bay,NZ,76.73,overcast clouds,-38.3667,178.3,Tolaga Bay Motel
448,Lithgow,AU,58.68,overcast clouds,-33.4833,150.15,Zig Zag Motel Lithgow
449,Tecoanapa,MX,79.32,clear sky,16.5167,-98.75,Hotel Manglares
451,Ruwi,OM,71.29,broken clouds,23.5996,58.5507,Al Falaj Hotel
452,Chilca,PE,69.96,broken clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
453,Diamantino,BR,74.97,scattered clouds,-14.4086,-56.4461,Hotel Delta
454,Conakry,GN,80.67,mist,9.538,-13.6773,Riviera Royal Hotel
456,Colac,AU,63.63,broken clouds,-38.3333,143.5833,Otway Gate Motel
457,Arys,KZ,28.62,overcast clouds,42.4252,68.795,Gostinitsa
458,Sulangan,PH,80.76,broken clouds,11.1373,123.7228,Maia's Beach Resort
459,Aswan,EG,53.73,broken clouds,24.0934,32.907,Nuba Nile
461,Praia Da Vitoria,PT,64.65,scattered clouds,38.7333,-27.0667,Hotel Branco I
463,Ayr,GB,40.21,light rain,55.4627,-4.6339,Mercure Ayr Hotel
464,Namibe,AO,67.1,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
466,Praxedis Guerrero,MX,71.19,overcast clouds,31.3667,-106.0167,Congregación placitas de Otero
467,Rio Gallegos,AR,68.05,scattered clouds,-51.6226,-69.2181,Hotel Santa Cruz
468,Gerash,IR,50.14,overcast clouds,27.6652,54.1371,Sa'adat House
469,Muros,ES,61.23,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
470,La Romana,DO,76.73,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
471,Nara,JP,38.48,few clouds,34.6851,135.8049,Guesthouse Nara Komachi
472,Phuket,TH,84.09,few clouds,8.0,98.25,The Surin
473,Sabha,LY,54.37,overcast clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
474,Mandalgovi,MN,9.1,clear sky,45.7625,106.2708,В.Ганбат
475,Buta,CD,71.8,broken clouds,2.7858,24.73,HOTEL BISO NA BISO
476,Mahibadhoo,MV,81.0,clear sky,3.7833,72.9667,Omadhoo Inn
477,Lagoa,PT,62.73,scattered clouds,39.05,-27.9833,Casa Das Faias
478,Montabaur,DE,38.39,light rain,50.4333,7.8333,Hotel Schlemmer
479,Sechura,PE,71.92,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
481,Palaikastron,GR,56.53,clear sky,35.2,26.25,Marina Village
482,Zarubino,RU,7.61,scattered clouds,42.63,131.0922,Okean
483,Zhangye,CN,6.87,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
484,Saint-Paul,RE,77.11,clear sky,-21.0096,55.2707,Boucan Canot
485,Karatsu,JP,37.9,light rain,33.4425,129.9697,Niji no Matsubara Hotel
486,Ambulu,ID,80.65,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
488,Touros,BR,77.9,light rain,-5.1989,-35.4608,INN NEW HORIZON
489,Aloleng,PH,77.88,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
490,Faxinal,BR,73.42,broken clouds,-24.0003,-51.3194,Hotel Pires
491,Fare,PF,79.92,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
492,Lichinga,MZ,71.69,few clouds,-13.3128,35.2406,Residencial Bendiak
493,Bumba,CD,74.1,overcast clouds,2.1833,22.4667,Père Carlos
494,Ilhabela,BR,72.99,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
495,Caravelas,BR,73.51,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
496,Sitka,US,26.49,overcast clouds,57.0531,-135.33,Westmark Sitka
497,Kendari,ID,77.56,overcast clouds,-3.945,122.4989,Hotel Wixel
498,Agucadoura,PT,60.31,overcast clouds,41.4318,-8.7804,Varzinn Hotel
500,Panzhihua,CN,42.17,clear sky,26.5851,101.7128,Electric Power Hotel
501,Pampa,US,72.55,clear sky,35.5362,-100.9599,"Holiday Inn Express & Suites Pampa, an IHG Hotel"
502,Estelle,US,73.99,broken clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
503,Batangafo,CF,74.86,overcast clouds,7.3008,18.2833,OCHA Office
504,Kollam,IN,75.07,clear sky,8.8833,76.6,Nani Hotels and Resorts
505,Dongkan,CN,20.43,scattered clouds,33.9997,119.8308,Triumphal Resort
506,Tokmak,UA,24.01,overcast clouds,47.2514,35.7058,Дом приезжих
508,Ostrow Mazowiecka,PL,18.63,few clouds,52.8024,21.8951,Usługi Hotelowe 17- Realizujemy bon turystyczny
509,Irbeyskoye,RU,5.41,overcast clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
510,Viedma,AR,68.47,clear sky,-40.8135,-62.9967,Hotel Cristal
511,Vaitape,PF,80.74,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
512,Jacareacanga,BR,75.99,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
513,Namatanai,PG,85.39,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
514,Ampanihy,MG,69.62,broken clouds,-24.7,44.75,Angora Hotel
516,Camacha,PT,65.53,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
517,Hailey,US,19.26,snow,43.5196,-114.3153,Wood River Inn & Suites
518,Puerto Cabezas,NI,75.0,few clouds,14.0351,-83.3888,Cabaña Caribe
519,Lulea,SE,8.67,few clouds,65.5842,22.1547,Comfort Hotel Arctic
520,Guozhen,CN,25.43,overcast clouds,34.3659,107.359,Yucai Hotel
521,Harrisonville,US,62.22,clear sky,38.6533,-94.3488,Americas Best Value Inn & Suites Harrisonville
525,Eskilstuna,SE,29.03,overcast clouds,59.3666,16.5077,Comfort Hotel Eskilstuna
526,Hihya,EG,52.68,clear sky,30.6713,31.588,مضيفة المركز
527,Carutapera,BR,76.62,overcast clouds,-1.195,-46.02,Lidera
531,Seka,TH,68.77,overcast clouds,17.9285,103.9552,โรงแรมเสาวลักษณ์วิลล่า
532,Qasigiannguit,GL,25.05,few clouds,68.8193,-51.1922,Hotel Diskobay
534,Bombay,IN,69.78,mist,19.0144,72.8479,Hotel Avon Ruby-Dadar
535,Vammala,FI,13.44,overcast clouds,61.3333,22.9,Vammalan Seurahuone Oy
536,Hovorany,CZ,30.61,overcast clouds,48.9549,16.9935,Penzion a sklep u Tomčalů
537,Alice Springs,AU,87.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
538,Tual,ID,82.36,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
539,Gushikawa,JP,58.23,overcast clouds,26.3544,127.8686,Kirari Guest House
540,Rincon,US,68.86,clear sky,32.296,-81.2354,Days Inn Rincon
542,Mount Gambier,AU,66.11,scattered clouds,-37.8333,140.7667,The Commodore
543,Pasni,PK,71.82,broken clouds,25.2631,63.471,Kashmiri Hotal
544,Sukhothai,TH,69.69,few clouds,17.25,99.6667,ฐานทัพ4เรนเจอร์RG
545,Havoysund,NO,23.88,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
546,Novo Cruzeiro,BR,63.55,scattered clouds,-17.4681,-41.8753,Hotel Nossa Senhora das Graças
547,Yeppoon,AU,76.78,light rain,-23.1333,150.7333,Villa Mar Colina
549,Hongjiang,CN,27.03,overcast clouds,27.11,109.9956,洪江大酒店
550,Cayenne,GF,79.09,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
552,Alta Floresta,BR,72.88,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
553,Ipora,BR,74.48,broken clouds,-16.4419,-51.1178,Oásis Motel
554,Kawalu,ID,75.42,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
555,Feira De Santana,BR,73.69,overcast clouds,-12.2667,-38.9667,Hotel Paraiso
557,Shenjiamen,CN,36.03,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
558,Dospat,BG,34.3,overcast clouds,41.65,24.1667,Teo's Guest House
559,Kontagora,NG,73.44,scattered clouds,10.3999,5.4695,Queens Guest Inn
560,Tres Arroyos,AR,61.32,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
561,Ternate,ID,81.07,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
562,Morlaix,FR,51.87,light rain,48.5833,-4.0,Titulipe
563,Shadegan,IR,48.11,clear sky,30.6497,48.6647,مسافر خانه ابو ولید
564,Mangrol,IN,68.94,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
565,Bida,NG,78.01,clear sky,9.0833,6.0167,Royal Suite
568,Fuxin,CN,7.34,clear sky,42.0156,121.6589,Xinya International Hotel
570,Letlhakane,BW,68.31,light rain,-21.4167,25.5833,Motswedi Hotel P650
571,Cap Malheureux,MU,75.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
572,Cockburn Town,TC,77.95,clear sky,21.4612,-71.1419,Osprey Beach Hotel
573,Morro Bay,US,56.19,few clouds,35.3658,-120.8499,Inn at Morro Bay
574,Nohar,IN,54.36,clear sky,29.1833,74.7667,Hotel Eva Inn
575,Ocos,GT,82.0,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
576,Yelan-Kolenovskiy,RU,12.83,clear sky,51.1632,41.151,Боярин
577,Saldanha,ZA,62.65,clear sky,-33.0117,17.9442,Blue Bay Lodge
578,Bilma,NE,63.19,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
579,Elliot Lake,CA,19.49,few clouds,46.3834,-82.6331,Huron Lodge
580,Salina Cruz,MX,78.53,clear sky,16.1667,-95.2,Amerik HOTEL
581,Magaria,NE,65.34,overcast clouds,12.9983,8.9099,Chez Honorable Chapiou
582,Port Lincoln,AU,63.81,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
583,Kalispell,US,8.38,light snow,48.1958,-114.3129,Red Lion Hotel Kalispell
584,Pagudpud,PH,73.36,overcast clouds,18.5616,120.7868,Saud Beach Resort and Hotel - 2
585,Odweyne,SO,65.08,scattered clouds,9.4092,45.064,Eng Hiirey House
586,Howard Springs,AU,80.51,light rain,-12.497,131.047,buffalo beach hostel
587,Troy,US,33.82,clear sky,42.6056,-83.1499,Embassy Suites by Hilton Detroit Troy Auburn Hills
588,Goderich,CA,34.12,broken clouds,43.7501,-81.7165,Harmony Inn
590,Grindavik,IS,32.9,light snow,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
591,Dharchula,IN,41.85,broken clouds,29.85,80.5333,Mahara Hotel
592,Takaka,NZ,76.37,overcast clouds,-40.85,172.8,Golden Bay Motels
594,Susanville,US,30.04,light snow,40.4163,-120.653,Comfort Inn & Suites
595,Atherton,GB,44.44,overcast clouds,53.5237,-2.4935,The Lion Inn
596,Formosa Do Rio Preto,BR,70.21,moderate rain,-11.0483,-45.1931,Porto Center Hotel
597,Wasilla,US,30.69,mist,61.5814,-149.4394,Alaska's Select Inn Wasilla
598,Rawson,AR,74.37,clear sky,-43.3002,-65.1023,Hosteria Sampedro
599,Waipawa,NZ,68.94,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
600,Sibi,PK,56.91,scattered clouds,29.5448,67.8764,Jail Superintendent House
601,Rosolini,IT,56.41,overcast clouds,36.8242,14.9478,B&B Home Sweet Home Rosolini
602,Whyalla,AU,64.29,broken clouds,-33.0333,137.5833,Foreshore Motor Inn
603,Zemio,CF,77.43,overcast clouds,5.0314,25.1361,OCHA Office
604,Vallenar,CL,73.67,scattered clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
605,Mazagao,BR,77.05,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
606,Los Andes,CL,78.58,overcast clouds,-32.8337,-70.5983,Hotel Los Andes
607,Sabang,ID,81.37,scattered clouds,5.8933,95.3214,Hotel Citra
609,Pontianak,ID,76.98,mist,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
610,Mundwa,IN,55.98,scattered clouds,27.0667,73.8167,Mahadev Guest House
611,Mikkeli,FI,12.31,light snow,61.6886,27.2723,"Original Sokos Hotel Vaakuna, Mikkeli"
612,Buckeye,US,64.71,few clouds,33.3703,-112.5838,Buckeye Motor Hotel
613,Morgan City,US,73.4,broken clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
614,Falam,MM,42.4,clear sky,22.9167,93.6833,Falang Government Guesthouse
615,Camabatela,AO,63.34,light rain,-8.1881,15.375,Pensão E Restaurantes
616,Pangai,TO,87.91,light rain,-19.8,-174.35,Ha'apai Beach Resort
618,Standerton,ZA,61.61,overcast clouds,-26.9337,29.2415,Terrace Lofts
620,Mutis,CO,77.52,moderate rain,6.2262,-77.4044,Paraiso Escondido
622,Uhlove,UA,42.57,overcast clouds,44.8215,33.6045,Tavryda
623,Arlit,NE,63.79,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
624,Bosconia,CO,84.06,overcast clouds,9.9689,-73.8836,Hotel Jorlin
625,Bonavista,CA,30.11,broken clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
627,Kamina,CD,63.88,overcast clouds,-8.7386,24.9906,Guest House Florvia
628,La Rioja,ES,50.04,overcast clouds,42.25,-2.5,Casa Concejos
629,Luanda,AO,75.2,broken clouds,-8.8368,13.2343,Hotel Fórum
630,Chama,CH,44.28,mist,47.1821,8.4636,City Garden Hotel
631,Bendigo,AU,71.85,clear sky,-36.7667,144.2833,The Hotel Shamrock
633,Kiama,AU,69.28,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
634,Tezu,IN,54.43,broken clouds,27.9167,96.1667,Circuit House
635,Kathu,TH,83.7,few clouds,7.9178,98.3332,Novotel Phuket Resort
636,Tuensang,IN,45.41,broken clouds,26.2833,94.8333,B.W.D Resthouse.
637,Eureka,US,45.57,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
638,Palanga,LT,33.82,broken clouds,55.9175,21.0686,"Hotel ""Austėja"""
639,Butembo,CD,57.2,overcast clouds,0.15,29.2833,Hotel Butembo
640,Gaziantep,TR,37.33,mist,37.0594,37.3825,Novotel Gaziantep
641,San Juan,AR,89.2,overcast clouds,-31.5375,-68.5364,Hotel Provincial
642,Ardakan,IR,41.85,clear sky,32.31,54.0175,Ardakan Hotel
643,Buchanan,LR,78.76,few clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
644,Dana Point,US,58.91,few clouds,33.467,-117.6981,Laguna Cliffs Marriott Resort & Spa
645,Ocean City,US,46.98,few clouds,39.2776,-74.5746,Biscayne Suites
646,Boralday,KZ,31.86,shower sleet,43.3578,76.8594,"Zhetysu, Too Zhetysu"
647,Rheinau,DE,49.23,overcast clouds,48.8667,8.2,Best Western Hotel Rastatt
648,Wewak,PG,83.03,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
649,Fuchu,JP,40.51,clear sky,35.6667,139.4833,Hotel Sunlight
650,Buala,SB,84.92,light rain,-8.145,159.5921,Maringe Lagoon Lodge
651,Guangyuan,CN,32.86,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
652,Kieta,PG,86.47,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
653,Key Largo,US,75.97,broken clouds,25.0865,-80.4473,Bayside Inn Key Largo
655,Orbetello,IT,53.24,scattered clouds,42.4408,11.2196,Argentario Golf Resort & Spa
657,Malanje,AO,65.01,overcast clouds,-9.5402,16.341,Hotel Ginga
658,Shiraoi,JP,21.76,few clouds,42.55,141.35,Pirika Rera Hotel
659,Tanabe,JP,38.93,scattered clouds,33.7333,135.3667,美吉屋旅館
660,Pochutla,MX,79.65,clear sky,15.7432,-96.4661,Hotel Posada San Jose
661,Broome,US,37.83,overcast clouds,42.2506,-75.833,Chenango Valley State Park
662,Westport,US,43.79,broken clouds,41.1415,-73.3579,Norwalk Inn
663,Depok,ID,83.64,haze,-6.4,106.8186,Hotel Santika Depok
664,Banda Aceh,ID,75.25,scattered clouds,5.5577,95.3222,Sulthan Hotel International
665,Matara,LK,71.17,few clouds,5.9485,80.5353,Amaloh Boutique Resort
666,Hwange,ZW,68.54,broken clouds,-18.3693,26.5019,Hwange Colliery Guest House
668,Sao Geraldo Do Araguaia,BR,71.17,overcast clouds,-6.4006,-48.555,Hotel Por do Sol
669,Lyudinovo,RU,8.15,few clouds,53.8664,34.4478,Flamingo Hotel
671,Lichtenau,DE,33.01,clear sky,51.6167,8.9,Gaststätte Zur Brücke
673,San Cristobal,VE,75.38,broken clouds,7.7669,-72.225,Posada Villaven C.A.
674,Hami,CN,19.24,clear sky,42.8,93.45,Laoyutang Resort
675,Salinopolis,BR,78.75,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
676,Saint-Joseph,RE,75.58,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
678,Lafiagi,NG,78.03,clear sky,8.8667,5.4167,Bus group international
679,Petropavlovsk-Kamchatskiy,RU,32.59,light shower snow,53.0452,158.6483,The Hotel Petropavlovsky
680,Letnik,RU,45.43,light rain,46.011,41.2657,Na Cherkasskom Trakte Basa Otdykha
682,Mount Isa,AU,87.57,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
683,College,US,35.65,moderate rain,64.8569,-147.8028,Pike's Waterfront Lodge
684,Acari,PE,73.78,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
685,Moyale,KE,67.96,clear sky,3.5167,39.0584,La Tahzan Guest House
686,Astoria,US,35.85,light snow,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
687,Bima,ID,81.73,overcast clouds,-8.4667,118.7167,Lambitu Hotel
688,Tura,IN,57.49,few clouds,25.5198,90.2201,Hotel RIKMAN Continental
689,Uzhur,RU,3.16,overcast clouds,55.3036,89.8339,"Gostinitsa ""Turist"""
690,Ulladulla,AU,68.9,overcast clouds,-35.35,150.4667,Sandpiper Motel
691,Bath,GB,48.25,scattered clouds,51.3779,-2.3591,Francis Hotel Bath - MGallery
692,Santa Maria,BR,76.3,clear sky,-29.6842,-53.8069,Hotel Morotin
693,Guaiba,BR,76.86,few clouds,-30.1139,-51.325,Hotel Guaíba
694,Tateyama,JP,45.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
695,Lydenburg,ZA,60.71,overcast clouds,-25.0978,30.4597,The Palms Boutique Hotel
696,Balkanabat,TM,40.33,scattered clouds,39.5108,54.3671,Nebitchi Hotel
697,Matay,EG,49.62,few clouds,28.419,30.7792,Nag Aespen
698,Dangeni,RO,28.69,overcast clouds,47.85,26.9667,Bistrița la ghita
703,Bournemouth,GB,48.76,broken clouds,50.7205,-1.8795,Bournemouth East Cliff Hotel | Sure Collection by Best Western
704,Port Hawkesbury,CA,35.19,light snow,45.6169,-61.3485,MacKenzie House Tourist Home B&B
705,Bruntal,CZ,20.79,clear sky,49.9884,17.4647,Hotel Slezan
