City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,East London,-33.0153,27.9116,71.28,89,48,16.17,ZA,2021-12-21 19:37:27
284,Hongjiang,27.11,109.9956,48.72,85,0,0.94,CN,2021-12-21 19:37:28
285,Beringovskiy,63.05,179.3167,0.93,81,100,6.69,RU,2021-12-21 19:37:28
286,Moyobamba,-6.05,-76.9667,82.36,63,76,2.68,PE,2021-12-21 19:37:20
287,Bengkulu,-3.8004,102.2655,76.84,88,74,4.59,ID,2021-12-21 19:37:28
288,Svetlogorsk,52.6333,29.7333,13.75,83,23,6.67,BY,2021-12-21 19:37:29
289,Rudnichnyy,59.617,52.4703,4.12,100,96,1.57,RU,2021-12-21 19:37:29
290,Touros,-5.1989,-35.4608,85.1,70,40,11.14,BR,2021-12-21 19:37:29
291,Adrar,20.5022,-10.0711,71.87,18,100,10.58,MR,2021-12-21 19:37:30
292,Saldanha,-33.0117,17.9442,75.25,88,97,14.56,ZA,2021-12-21 19:37:30
293,Kargat,55.1956,80.2811,6.06,100,98,5.44,RU,2021-12-21 19:37:31
294,Gushikawa,26.3544,127.8686,61.83,95,90,11.5,JP,2021-12-21 19:37:31
295,Lindi,-10.0,39.7167,74.8,88,5,2.75,TZ,2021-12-21 19:37:31
296,Sao Filipe,14.8961,-24.4956,74.82,74,100,7.25,CV,2021-12-21 19:37:31
297,Berezhany,49.45,24.9333,15.42,85,9,11.52,UA,2021-12-21 19:37:32
298,Ullapool,57.8987,-5.1604,39.29,81,91,4.05,GB,2021-12-21 19:37:32
299,Codrington,-38.2667,141.9667,57.6,75,100,9.57,AU,2021-12-21 19:37:33
300,Bilibino,68.0546,166.4372,-31.43,100,96,2.19,RU,2021-12-21 19:37:33
301,Kaitangata,-46.2817,169.8464,58.93,68,96,7.02,NZ,2021-12-21 19:37:34
302,Inuvik,68.3499,-133.7218,11.16,89,90,10.36,CA,2021-12-21 19:37:34
303,Ukiah,39.1502,-123.2078,52.03,75,90,0.0,US,2021-12-21 19:34:11
304,Haines Junction,60.7522,-137.5108,24.75,80,100,3.44,CA,2021-12-21 19:37:34
305,Whitehorse,60.7161,-135.0538,14.77,92,90,4.61,CA,2021-12-21 19:37:35
306,Ponca City,36.707,-97.0856,61.11,45,1,10.36,US,2021-12-21 19:37:35
307,Sitka,57.0531,-135.33,37.29,87,90,9.22,US,2021-12-21 19:34:58
308,Balikpapan,-1.2675,116.8289,74.66,92,100,2.8,ID,2021-12-21 19:37:36
309,Biak,-0.9131,122.8766,75.76,81,100,3.71,ID,2021-12-21 19:37:36
310,Marzuq,14.4,46.4667,64.78,61,5,1.05,YE,2021-12-21 19:37:36
311,Howard Springs,-12.497,131.047,82.31,98,100,0.72,AU,2021-12-21 19:37:37
312,Cabras,39.93,8.5314,54.07,82,10,4.05,IT,2021-12-21 19:37:37
313,Tsuyama,35.05,134.0,43.36,90,11,2.82,JP,2021-12-21 19:37:38
314,Hsinchu,24.8036,120.9686,65.77,95,100,4.0,TW,2021-12-21 19:37:38
315,Qui Nhon,13.7667,109.2333,71.37,87,97,7.05,VN,2021-12-21 19:37:38
316,Lucapa,-8.4192,20.7447,68.56,96,100,2.59,AO,2021-12-21 19:38:39
317,Alice Springs,-23.7,133.8833,76.55,23,61,6.91,AU,2021-12-21 19:38:39
318,Bathsheba,13.2167,-59.5167,84.81,65,40,20.71,BB,2021-12-21 19:38:40
319,Baykit,61.67,96.37,-27.2,99,22,0.94,RU,2021-12-21 19:38:40
320,Wanning,18.8003,110.3967,63.86,90,3,7.34,CN,2021-12-21 19:38:41
321,Taoudenni,22.6783,-3.9836,73.42,24,100,12.3,ML,2021-12-21 19:38:41
322,Chunhuhub,19.55,-88.6833,83.37,49,84,7.52,MX,2021-12-21 19:38:41
323,Arraial Do Cabo,-22.9661,-42.0278,82.36,69,0,18.41,BR,2021-12-21 19:38:42
324,Omsukchan,62.5333,155.8,-29.51,95,100,5.06,RU,2021-12-21 19:38:42
325,Champerico,14.3,-91.9167,84.76,65,91,7.9,GT,2021-12-21 19:38:43
326,Mitsamiouli,-11.3847,43.2844,81.37,74,37,1.07,KM,2021-12-21 19:38:44
327,Mindelo,16.8901,-24.9804,72.95,68,20,25.32,CV,2021-12-21 19:38:44
328,Lagoa,39.05,-27.9833,60.75,73,100,27.11,PT,2021-12-21 19:38:44
329,Verkh-Usugli,52.7,115.1667,-23.89,95,16,2.17,RU,2021-12-21 19:38:45
330,Kantang,7.4054,99.5156,73.18,94,100,4.07,TH,2021-12-21 19:38:46
331,Yumen,40.2833,97.2,24.37,40,99,13.04,CN,2021-12-21 19:38:46
332,Cedral,23.8,-100.7333,64.53,12,2,4.74,MX,2021-12-21 19:38:46
333,Balaipungut,1.05,101.2833,73.78,98,100,1.66,ID,2021-12-21 19:38:47
334,Severobaykalsk,55.65,109.3167,-9.58,85,55,5.68,RU,2021-12-21 19:38:47
335,Sobolevo,54.4299,31.8996,9.18,89,100,10.11,RU,2021-12-21 19:38:47
336,Vila,42.0304,-8.1588,54.48,80,96,6.26,PT,2021-12-21 19:38:48
337,Airai,-8.9266,125.4092,60.42,92,100,1.05,TL,2021-12-21 19:38:48
338,Fort Nelson,58.8053,-122.7002,2.79,85,75,3.44,CA,2021-12-21 19:38:48
339,Kununurra,-15.7667,128.7333,82.38,89,91,1.14,AU,2021-12-21 19:35:12
340,Vanavara,60.34,102.2797,-37.53,100,38,0.22,RU,2021-12-21 19:38:49
341,Hami,42.8,93.45,25.0,48,11,6.98,CN,2021-12-21 19:38:49
342,Atar,20.5169,-13.0499,75.63,24,100,7.34,MR,2021-12-21 19:38:50
343,Harper,4.375,-7.7169,80.92,80,17,8.81,LR,2021-12-21 19:38:50
344,Atambua,-9.1061,124.8925,74.07,89,100,1.36,ID,2021-12-21 19:38:51
345,Guarapari,-20.6667,-40.4975,75.09,87,67,9.28,BR,2021-12-21 19:38:51
346,Paraiso,9.8383,-83.8656,73.89,67,100,2.53,CR,2021-12-21 19:38:51
347,Sinnamary,5.3833,-52.95,80.2,86,100,10.56,GF,2021-12-21 19:38:52
348,Ternate,0.8,127.4,79.77,82,100,6.42,ID,2021-12-21 19:38:52
349,Erenhot,43.6475,111.9767,17.94,62,0,7.27,CN,2021-12-21 19:38:53
350,Hienghene,-20.6833,164.9333,77.36,83,4,5.01,NC,2021-12-21 19:38:53
351,Fukue,32.6881,128.8419,56.91,51,0,10.85,JP,2021-12-21 19:38:53
352,Panjab,34.388,67.0233,35.02,61,100,3.67,AF,2021-12-21 19:38:54
353,Carlos Barbosa,-29.2975,-51.5036,88.72,66,72,3.4,BR,2021-12-21 19:38:54
354,Shaunavon,49.6501,-108.4181,13.78,77,70,8.1,CA,2021-12-21 19:38:55
355,Dhidhdhoo,6.8833,73.1,81.0,76,52,6.96,MV,2021-12-21 19:38:55
356,Vanimo,-2.6741,141.3028,78.28,88,100,8.23,PG,2021-12-21 19:38:55
357,Mount Isa,-20.7333,139.5,76.77,69,55,5.75,AU,2021-12-21 19:38:56
358,Kemijarvi,66.7131,27.4306,2.79,99,68,2.55,FI,2021-12-21 19:38:56
359,Omboue,-1.5746,9.2618,78.94,87,55,6.78,GA,2021-12-21 19:38:57
360,Filingue,14.3521,3.3168,73.67,17,20,10.25,NE,2021-12-21 19:38:57
361,Tiznit,29.5833,-9.5,63.72,55,100,2.51,MA,2021-12-21 19:39:57
362,Haapiti,-17.5667,-149.8667,83.93,73,92,14.97,PF,2021-12-21 19:39:58
363,Batagay-Alyta,67.8006,130.4114,-23.17,93,100,1.81,RU,2021-12-21 19:39:58
364,Bandipur,27.9333,84.4167,42.37,54,37,2.71,NP,2021-12-21 19:39:58
365,Lyaskelya,61.7667,31.0167,14.81,86,99,8.79,RU,2021-12-21 19:39:59
366,Bissora,12.2231,-15.4475,78.87,14,95,11.59,GW,2021-12-21 19:39:59
367,Gouyave,12.1646,-61.7296,84.97,70,40,23.02,GD,2021-12-21 19:40:00
368,Honiara,-9.4333,159.95,79.2,86,100,2.3,SB,2021-12-21 19:40:00
369,Kosonsoy,41.2561,71.5508,28.96,26,100,1.97,UZ,2021-12-21 19:40:00
370,Chelmek,50.1016,19.248,28.22,77,44,3.38,PL,2021-12-21 19:40:01
371,San Jeronimo,-11.9472,-75.2829,68.18,39,100,9.35,PE,2021-12-21 19:40:01
372,Coari,-4.085,-63.1414,80.28,91,100,1.23,BR,2021-12-21 19:40:02
373,La Romana,18.4273,-68.9728,84.56,61,40,10.36,DO,2021-12-21 19:40:02
374,Charleston,32.7766,-79.9309,47.1,98,90,7.0,US,2021-12-21 19:40:02
375,Slobodskoy,58.7322,50.1772,-6.5,100,88,3.98,RU,2021-12-21 19:40:03
376,Olaine,56.7853,23.9381,8.56,92,90,4.61,LV,2021-12-21 19:40:03
377,Marrakesh,31.6315,-8.0083,69.87,40,75,11.5,MA,2021-12-21 19:38:28
378,Dicabisagan,17.0818,122.4157,76.53,90,73,2.21,PH,2021-12-21 19:40:04
379,Karacakoy,41.4029,28.3834,35.67,67,4,11.01,TR,2021-12-21 19:40:04
380,Luziania,-16.2525,-47.9503,80.98,73,62,4.65,BR,2021-12-21 19:39:07
381,Roald,62.5833,6.1333,41.32,65,20,10.36,NO,2021-12-21 19:40:05
382,Kuznechnoye,61.12,29.8686,12.99,89,97,8.5,RU,2021-12-21 19:40:05
383,Hayden,47.766,-116.7866,28.4,92,90,6.91,US,2021-12-21 19:40:04
384,Dobson,36.3957,-80.7226,48.83,62,1,0.0,US,2021-12-21 19:40:06
385,Morehead,37.2711,-87.1764,52.14,61,1,5.01,US,2021-12-21 19:35:31
386,Ancud,-41.8697,-73.8203,74.23,65,0,7.54,CL,2021-12-21 19:40:06
387,Yacuiba,-22.038,-63.6797,92.17,52,40,9.22,BO,2021-12-21 19:40:07
388,Moctezuma,29.8,-109.6667,74.93,12,73,1.59,MX,2021-12-21 19:40:07
389,San Martin,-33.081,-68.4681,90.14,26,7,12.55,AR,2021-12-21 19:40:07
390,Itamaraca,-7.7478,-34.8256,84.88,72,99,8.21,BR,2021-12-21 19:40:08
391,Peniche,39.3558,-9.3811,61.61,89,100,17.58,PT,2021-12-21 19:40:08
392,Pangody,65.85,74.4859,-5.42,97,94,10.74,RU,2021-12-21 19:40:08
393,Dingle,10.9995,122.6711,74.19,93,100,6.38,PH,2021-12-21 19:40:09
394,Byron Bay,-28.65,153.6167,73.51,80,35,9.17,AU,2021-12-21 19:39:51
395,Kushikino,31.7167,130.2667,51.87,79,8,5.68,JP,2021-12-21 19:40:09
396,Ovalle,-30.5983,-71.2003,80.74,40,90,9.75,CL,2021-12-21 19:40:10
397,Morant Bay,17.8815,-76.4093,83.82,72,99,7.81,JM,2021-12-21 19:40:10
398,Luganville,-15.5333,167.1667,80.22,80,23,1.54,VU,2021-12-21 19:40:10
399,Xam Nua,20.4197,104.0439,50.72,98,3,1.81,LA,2021-12-21 19:40:11
400,Mahebourg,-20.4081,57.7,79.09,83,75,13.8,MU,2021-12-21 19:40:11
401,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.36,75,100,13.27,BR,2021-12-21 19:40:12
402,Cabedelo,-6.9811,-34.8339,84.87,70,100,8.48,BR,2021-12-21 19:40:12
403,Ranong,9.9658,98.6348,72.86,82,99,2.17,TH,2021-12-21 19:40:12
404,Gwadar,25.1216,62.3254,72.79,77,57,11.16,PK,2021-12-21 19:40:13
405,Broome,42.2506,-75.833,41.38,59,1,1.99,US,2021-12-21 19:40:13
406,Nantucket,41.2835,-70.0995,44.96,69,100,6.55,US,2021-12-21 19:40:14
407,Ambilobe,-13.2,49.05,79.47,85,88,2.95,MG,2021-12-21 19:40:14
408,Half Moon Bay,37.4636,-122.4286,60.1,70,1,9.22,US,2021-12-21 19:38:28
409,Grand Baie,-20.0182,57.5802,79.27,91,100,5.01,MU,2021-12-21 19:41:14
410,Rosetta,31.4044,30.4164,58.82,76,39,14.47,EG,2021-12-21 19:41:15
411,Azle,32.8951,-97.5459,65.82,46,20,3.0,US,2021-12-21 19:39:48
412,Broken Hill,-31.95,141.4333,65.91,34,51,9.22,AU,2021-12-21 19:41:15
413,Namatanai,-3.6667,152.4333,79.29,84,100,3.31,PG,2021-12-21 19:41:16
414,Great Falls,47.5002,-111.3008,42.6,57,1,11.01,US,2021-12-21 19:41:16
415,Provideniya,64.3833,-173.3,3.11,83,100,5.84,RU,2021-12-21 19:41:17
416,Nkhata Bay,-11.6066,34.2907,75.52,78,100,4.36,MW,2021-12-21 19:41:17
417,Altay,47.8667,88.1167,15.22,80,33,7.49,CN,2021-12-21 19:41:17
418,Gabu,12.2833,-14.2167,82.02,18,86,5.48,GW,2021-12-21 19:41:18
419,Gillette,44.2911,-105.5022,40.86,60,1,5.75,US,2021-12-21 19:36:32
420,Stepnogorsk,52.3544,71.8869,17.78,91,100,10.07,KZ,2021-12-21 19:41:18
421,Langenburg,49.2544,9.8458,29.52,93,5,3.44,DE,2021-12-21 19:41:19
422,Kasongo-Lunda,-6.4667,16.8167,71.82,95,99,0.74,CD,2021-12-21 19:41:19
423,Labuan,5.2767,115.2417,78.96,100,20,0.0,MY,2021-12-21 19:41:19
424,Parsons,37.3403,-95.2611,53.98,41,31,11.07,US,2021-12-21 19:41:20
425,Krasnovishersk,60.4078,57.082,11.93,96,100,3.87,RU,2021-12-21 19:41:20
426,Someshwar,13.5,75.0667,74.57,78,4,3.58,IN,2021-12-21 19:41:21
427,Muhos,64.808,25.9931,9.7,99,66,2.95,FI,2021-12-21 19:41:21
428,Nieuw Amsterdam,5.8833,-55.0833,84.36,89,40,6.91,SR,2021-12-21 19:41:21
429,Karpathos,35.507,27.2132,53.56,71,54,9.22,GR,2021-12-21 19:41:22
430,Praia Da Vitoria,38.7333,-27.0667,64.65,100,40,18.28,PT,2021-12-21 19:41:22
431,Ugoofaaru,5.6667,73.0,80.92,74,98,6.64,MV,2021-12-21 19:41:23
432,Balykshi,47.0667,51.8667,33.8,100,90,6.71,KZ,2021-12-21 19:41:23
433,Guerrero Negro,27.9769,-114.0611,70.3,30,100,8.08,MX,2021-12-21 19:41:24
434,Fallon,39.4735,-118.7774,35.47,64,75,4.61,US,2021-12-21 19:41:24
435,Billings,45.7833,-108.5007,44.51,57,40,10.36,US,2021-12-21 19:39:09
436,Khor,47.8861,134.9464,-12.93,99,100,5.7,RU,2021-12-21 19:41:24
437,Rangapara,26.8167,92.65,56.05,53,62,3.83,IN,2021-12-21 19:41:25
438,Vaitape,-16.5167,-151.75,79.12,75,98,10.2,PF,2021-12-21 19:41:25
439,Ardabil,38.2498,48.2933,36.18,60,3,22.24,IR,2021-12-21 19:41:26
440,Ust-Tsilma,65.441,52.1498,-8.41,99,95,4.45,RU,2021-12-21 19:41:26
441,Raudeberg,61.9875,5.1352,40.19,83,98,8.01,NO,2021-12-21 19:41:27
442,Husavik,66.0449,-17.3389,19.31,83,42,7.54,IS,2021-12-21 19:41:27
443,Catuday,16.2923,119.8062,76.93,86,78,10.69,PH,2021-12-21 19:41:27
444,Faya,18.3851,42.4509,59.11,84,100,1.43,SA,2021-12-21 19:41:28
445,Dunmore Town,25.5,-76.65,77.49,79,22,18.54,BS,2021-12-21 19:41:28
446,Eureka,40.8021,-124.1637,51.93,92,100,1.01,US,2021-12-21 19:41:29
447,Tromso,69.6496,18.957,16.38,73,0,4.61,NO,2021-12-21 19:41:29
448,Vilyuysk,63.7553,121.6247,-53.14,100,85,0.29,RU,2021-12-21 19:41:29
449,Kandrian,-6.2167,149.55,76.55,87,20,3.0,PG,2021-12-21 19:41:30
450,Ibra,22.6906,58.5334,66.81,37,5,0.4,OM,2021-12-21 19:41:30
451,Balkhash,46.844,74.9804,28.18,91,75,19.73,KZ,2021-12-21 19:41:31
452,Tczew,54.0924,18.7779,32.83,71,100,8.05,PL,2021-12-21 19:41:31
453,Itoman,26.1247,127.6694,62.62,92,75,10.36,JP,2021-12-21 19:41:31
454,Teguise,29.0605,-13.564,66.42,73,20,6.91,ES,2021-12-21 19:41:32
455,Wadi Maliz,36.4681,8.5495,51.46,62,21,2.33,TN,2021-12-21 19:41:32
456,Saint-Louis,16.3333,-15.0,76.64,16,100,7.94,SN,2021-12-21 19:42:32
457,Payo,-3.7508,103.6372,73.51,98,100,1.3,ID,2021-12-21 19:42:33
458,Richards Bay,-28.783,32.0377,69.53,92,100,9.13,ZA,2021-12-21 19:42:33
459,Borovskoy,53.8,64.15,32.05,91,100,14.36,KZ,2021-12-21 19:42:33
460,Hurricane,37.1753,-113.2899,53.6,28,100,2.04,US,2021-12-21 19:42:01
461,Auki,-8.7676,160.7034,78.35,90,92,3.11,SB,2021-12-21 19:42:34
462,Pundaguitan,6.3711,126.1689,79.45,79,100,5.23,PH,2021-12-21 19:42:34
463,Christchurch,-43.5333,172.6333,73.33,45,0,3.0,NZ,2021-12-21 19:41:20
464,Paramonga,-10.6667,-77.8333,72.32,71,36,9.78,PE,2021-12-21 19:42:35
465,Piranshahr,36.701,45.1413,33.31,95,79,11.5,IR,2021-12-21 19:42:35
466,Hammerfest,70.6634,23.6821,26.33,68,0,6.91,NO,2021-12-21 19:42:36
467,Alausi,-2.2,-78.8333,71.38,94,99,6.49,EC,2021-12-21 19:42:36
468,Oyon,-10.6681,-76.7731,56.21,58,100,10.27,PE,2021-12-21 19:42:37
469,Dalnerechensk,45.9339,133.7225,-9.18,93,23,5.17,RU,2021-12-21 19:42:37
470,Laguna,38.421,-121.4238,60.66,85,90,3.44,US,2021-12-21 19:42:38
471,San Patricio,28.017,-97.5169,67.87,48,3,0.2,US,2021-12-21 19:42:38
472,Sterling,39.0062,-77.4286,43.36,56,90,1.01,US,2021-12-21 19:42:38
473,Ithaca,42.4406,-76.4966,42.89,60,20,1.01,US,2021-12-21 19:38:46
474,Palkino,57.5409,28.0126,10.15,92,100,6.46,RU,2021-12-21 19:42:39
475,Bonga,7.2833,36.2333,61.77,90,95,1.59,ET,2021-12-21 19:42:40
476,Krasnoselkup,65.7,82.4667,-4.79,97,100,16.75,RU,2021-12-21 19:42:40
477,Malko Tarnovo,41.9833,27.5333,28.38,75,6,3.56,BG,2021-12-21 19:42:40
478,Znamenskoye,57.1281,73.8282,17.51,94,100,9.37,RU,2021-12-21 19:42:41
479,Aswan,24.0934,32.907,54.7,37,0,9.22,EG,2021-12-21 19:42:41
480,Robertsport,6.7533,-11.3686,81.59,77,3,10.33,LR,2021-12-21 19:42:42
481,Nara,34.6851,135.8049,54.68,81,16,3.58,JP,2021-12-21 19:42:42
482,Derzhavinsk,51.1,66.3167,32.99,87,100,13.69,KZ,2021-12-21 19:42:43
483,Natchez,31.5604,-91.4032,55.26,60,1,4.61,US,2021-12-21 19:42:43
484,Dyurtyuli,55.4911,54.8688,26.67,96,100,9.31,RU,2021-12-21 19:42:44
485,Pasighat,28.0667,95.3333,56.35,48,14,3.94,IN,2021-12-21 19:42:44
486,Asosa,10.0667,34.5333,66.74,51,73,3.94,ET,2021-12-21 19:42:45
487,Tharad,24.3961,71.6267,62.55,26,0,3.78,IN,2021-12-21 19:42:45
488,Kerouane,9.2667,-9.0167,73.83,28,32,2.37,GN,2021-12-21 19:42:45
489,Oliveira,-20.6964,-44.8272,74.57,72,100,1.92,BR,2021-12-21 19:42:46
490,Wasilla,61.5814,-149.4394,20.73,89,90,0.0,US,2021-12-21 19:42:46
491,Thunder Bay,48.4001,-89.3168,16.29,90,90,6.91,CA,2021-12-21 19:42:46
492,Trairi,-3.2778,-39.2689,83.16,68,78,11.21,BR,2021-12-21 19:42:47
493,Togur,58.3631,82.8265,-1.91,98,97,7.45,RU,2021-12-21 19:42:47
494,Zhezkazgan,47.8043,67.7144,28.67,91,100,16.24,KZ,2021-12-21 19:42:48
495,Burla,21.5,83.8667,54.72,36,0,1.23,IN,2021-12-21 19:42:48
496,Sao Joao Da Barra,-21.6403,-41.0511,78.89,81,43,13.44,BR,2021-12-21 19:42:48
497,Hearst,49.6835,-83.6665,3.45,91,100,4.05,CA,2021-12-21 19:40:12
498,Cowra,-33.8333,148.6833,71.28,44,100,2.51,AU,2021-12-21 19:42:49
499,Abu Samrah,35.3029,37.1841,49.05,78,26,14.58,SY,2021-12-21 19:42:49
500,Te Anau,-45.4167,167.7167,59.11,64,20,9.37,NZ,2021-12-21 19:42:50
501,Yauya,-8.9833,-77.3,65.32,42,83,4.54,PE,2021-12-21 19:43:50
502,Talnakh,69.4865,88.3972,-22.5,87,65,9.17,RU,2021-12-21 19:43:50
503,Loukhi,66.0764,33.0381,5.58,97,89,6.04,RU,2021-12-21 19:43:51
504,Kashi,39.4547,75.9797,24.01,54,94,6.71,CN,2021-12-21 19:43:51
505,Vao,-22.6667,167.4833,76.01,79,79,13.33,NC,2021-12-21 19:43:52
506,Kieta,-6.2167,155.6333,80.33,81,60,0.56,PG,2021-12-21 19:43:52
507,Kamaishi,39.2667,141.8833,34.92,64,3,18.66,JP,2021-12-21 19:43:53
508,Eirunepe,-6.6603,-69.8736,84.63,68,100,1.74,BR,2021-12-21 19:43:53
509,Sault Sainte Marie,46.5168,-84.3333,25.36,79,90,6.91,CA,2021-12-21 19:43:53
510,Bandarbeyla,9.4942,50.8122,77.85,69,92,15.57,SO,2021-12-21 19:43:54
511,Hamilton,39.1834,-84.5333,46.99,65,1,1.99,US,2021-12-21 19:42:16
512,Alofi,-19.0595,-169.9187,80.49,74,75,14.97,NU,2021-12-21 19:43:54
513,Porto Velho,-8.7619,-63.9039,82.45,78,40,13.8,BR,2021-12-21 19:43:54
514,Teya,60.3778,92.6267,-14.6,90,100,1.12,RU,2021-12-21 19:43:55
515,North Bend,43.4065,-124.2243,49.15,96,90,6.91,US,2021-12-21 19:43:55
516,Baculin,7.4525,126.5842,76.86,83,88,7.96,PH,2021-12-21 19:43:55
517,Doha,25.2867,51.5333,73.38,57,0,9.22,QA,2021-12-21 19:43:56
518,Bolanos De Calatrava,38.9069,-3.6635,52.79,98,20,8.05,ES,2021-12-21 19:43:56
519,Jibuti,11.5,42.5,72.82,69,8,13.65,DJ,2021-12-21 19:43:56
520,Katherine,-14.4667,132.2667,79.12,83,79,1.14,AU,2021-12-21 19:43:57
521,Rudbar,30.15,62.6,62.87,26,63,3.67,AF,2021-12-21 19:43:57
522,Ingham,42.6,-84.3833,35.65,83,90,4.61,US,2021-12-21 19:43:57
523,Ballina,-28.8667,153.5667,73.58,94,41,4.61,AU,2021-12-21 19:43:58
524,De Aar,-30.6497,24.0123,71.04,48,100,3.83,ZA,2021-12-21 19:43:58
525,Buraydah,26.326,43.975,54.05,28,33,8.05,SA,2021-12-21 19:43:59
526,Wright,45.1833,-93.9502,22.35,72,90,11.99,US,2021-12-21 19:43:59
527,Hambantota,6.1241,81.1185,75.61,87,48,10.69,LK,2021-12-21 19:44:00
528,Erdenet,49.0333,104.0833,1.8,97,90,2.48,MN,2021-12-21 19:44:00
529,El Viso Del Alcor,37.3911,-5.7199,60.12,88,100,5.75,ES,2021-12-21 19:44:00
530,Korem,12.5058,39.5228,52.99,86,38,4.56,ET,2021-12-21 19:44:01
531,Zhicheng,30.2956,111.5047,51.26,61,0,2.62,CN,2021-12-21 19:44:01
532,San Andres,12.5847,-81.7006,77.02,94,40,2.3,CO,2021-12-21 19:44:01
533,Luang Prabang,19.8856,102.1347,55.98,89,0,1.16,LA,2021-12-21 19:44:02
534,Hokitika,-42.7167,170.9667,61.02,86,96,7.78,NZ,2021-12-21 19:44:02
535,Valparaiso,-33.0393,-71.6273,70.03,64,0,9.22,CL,2021-12-21 19:44:03
536,Shenjiamen,29.9576,122.298,53.44,64,4,9.57,CN,2021-12-21 19:44:03
537,Khanpur,28.6453,70.6567,58.71,17,21,6.62,PK,2021-12-21 19:44:03
538,Namibe,-15.1961,12.1522,70.93,70,72,10.11,AO,2021-12-21 19:44:04
539,Dolores,-36.3132,-57.6792,82.72,37,2,8.34,AR,2021-12-21 19:44:04
540,Kropotkin,45.4375,40.5756,31.62,80,96,7.0,RU,2021-12-21 19:44:05
541,Yenagoa,4.9247,6.2642,78.01,56,30,4.59,NG,2021-12-21 19:44:05
542,Bafoulabe,13.8065,-10.8321,83.53,13,68,6.35,ML,2021-12-21 19:44:05
543,Elektrogorsk,55.8794,38.7919,-2.25,97,99,4.63,RU,2021-12-21 19:44:06
544,Gunjur,13.2019,-16.7339,80.67,44,100,4.61,GM,2021-12-21 19:44:06
545,Bandar-E Lengeh,26.5579,54.8807,73.49,70,4,12.53,IR,2021-12-21 19:44:06
546,Zlitan,32.4674,14.5687,58.21,70,0,6.87,LY,2021-12-21 19:44:07
547,Cortez,37.3489,-108.5859,48.42,28,1,3.44,US,2021-12-21 19:44:07
548,Calvinia,-31.4707,19.776,72.63,47,100,4.85,ZA,2021-12-21 19:44:07
549,Woodburn,45.1437,-122.8554,44.33,78,40,1.99,US,2021-12-21 19:44:08
550,Imbituba,-28.24,-48.6703,78.69,80,71,12.62,BR,2021-12-21 19:45:08
551,Yeniseysk,58.4497,92.1703,-19.64,89,98,5.68,RU,2021-12-21 19:45:09
552,Sept-Iles,50.2001,-66.3821,19.92,58,75,17.27,CA,2021-12-21 19:40:43
553,Ushtobe,45.2514,77.9838,32.58,90,22,16.96,KZ,2021-12-21 19:45:09
554,Florianopolis,-27.6146,-48.5012,76.23,69,40,12.66,BR,2021-12-21 19:41:05
555,Bubaque,11.2833,-15.8333,82.17,61,99,10.29,GW,2021-12-21 19:45:10
556,Westerland,54.9079,8.3033,39.22,93,90,5.75,DE,2021-12-21 19:41:59
557,Ozernovskiy,51.5,156.5167,17.58,87,9,9.15,RU,2021-12-21 19:45:10
558,Tuscaloosa,33.2098,-87.5692,50.22,76,100,1.99,US,2021-12-21 19:40:45
559,Kulykivka,51.3735,31.6466,11.41,74,100,9.78,UA,2021-12-21 19:45:11
560,Avera,33.194,-82.5271,47.08,89,100,11.41,US,2021-12-21 19:45:11
561,Talara,-4.5772,-81.2719,81.36,54,0,16.11,PE,2021-12-21 19:45:11
562,Lorena,-22.7308,-45.1247,91.53,38,40,2.3,BR,2021-12-21 19:45:12
563,Lakes Entrance,-37.8811,147.981,60.17,86,19,7.58,AU,2021-12-21 19:45:12
564,Tomigusuku,26.185,127.675,62.37,92,90,5.75,JP,2021-12-21 19:45:13
565,Wawa,9.9022,4.4192,80.08,27,2,5.1,NG,2021-12-21 19:45:13
566,Trincomalee,8.5711,81.2335,79.34,71,35,11.05,LK,2021-12-21 19:45:14
